,location,total_sqft,bath,price,bhk
5381,Kodigehaali,1324.0,3.0,65.0,3.0
5382,Kodigehaali,965.0,2.0,38.0,2.0
5383,Kodigehaali,1200.0,4.0,130.0,4.0
5384,Kodigehaali,866.0,2.0,32.0,2.0
5385,Kodigehaali,1442.0,3.0,80.0,3.0
5386,Kodigehalli,1270.0,2.0,98.0,2.0
5387,Kodigehalli,1086.0,2.0,33.66,2.0
5388,Kodigehalli,1200.0,2.0,48.0,2.0
5389,Kodigehalli,655.0,1.0,53.0,1.0
5390,Kodigehalli,1820.0,3.0,150.0,3.0
5391,Kodigehalli,635.0,1.0,28.0,2.0
5392,Kodigehalli,1200.0,4.0,156.0,3.0
5393,Kodihalli,3252.0,5.0,335.0,4.0
5394,Kodihalli,3073.0,5.0,696.0,4.0
5395,Kodihalli,2700.0,4.0,270.0,3.0
5396,Kodihalli,2392.0,4.0,260.0,3.0
5397,Kodihalli,2408.0,4.0,260.0,3.0
5398,Kodihalli,2500.0,4.0,260.0,3.0
5399,Kodihalli,1620.0,3.0,130.0,3.0
5400,Kodihalli,3260.0,5.0,388.0,4.0
5401,Kodihalli,1000.0,2.0,62.0,2.0
5402,Kodihalli,3197.0,5.0,335.0,4.0
5403,Kodihalli,1490.0,2.0,150.0,2.0
5404,Kodihalli,3626.0,5.0,785.0,4.0
5405,Kodihalli,1400.0,3.0,81.0,3.0
5406,Kodihalli,3522.0,5.0,716.0,4.0
5407,Kodihalli,3626.0,5.0,788.0,4.0
5408,Kogilu,1909.0,3.0,88.0,3.0
5410,Kogilu,1170.0,2.0,51.99,2.0
5411,Kogilu,650.0,2.0,28.0,2.0
5412,Kogilu,1140.0,2.0,50.66,2.0
5413,Kogilu,1200.0,2.0,53.33,2.0
5414,Kogilu,1934.0,3.0,150.0,3.0
5415,Kogilu,540.0,1.0,36.0,1.0
5416,Kogilu,1559.0,3.0,127.0,3.0
5417,Kogilu,1190.0,2.0,50.66,2.0
5418,Kogilu,1140.0,2.0,50.66,2.0
5419,Kogilu,1559.0,3.0,120.0,3.0
5420,Kogilu,700.0,1.0,30.84,1.0
5421,Kogilu,1250.0,2.0,55.55,2.0
5422,Kogilu,1200.0,2.0,53.33,2.0
5423,Kogilu,952.0,2.0,49.0,2.0
5424,Kogilu,700.0,1.0,30.84,1.0
5425,Kogilu,1250.0,2.0,55.55,2.0
5426,Kogilu,2456.0,7.0,85.0,7.0
5427,Kogilu,1140.0,2.0,50.66,2.0
5428,Kogilu,1140.0,2.0,50.66,2.0
5429,Konanakunte,2791.0,3.0,223.0,3.0
5430,Konanakunte,884.0,1.0,58.0,2.0
5431,Konanakunte,1637.0,3.0,73.0,3.0
5432,Konanakunte,1400.0,2.0,73.0,3.0
5434,Konanakunte,2779.0,3.0,317.0,3.0
5435,Konanakunte,1200.0,4.0,125.0,4.0
5436,Konanakunte,1200.0,2.0,130.0,4.0
5437,Konanakunte,2400.0,2.0,180.0,3.0
5438,Konanakunte,3746.0,6.0,375.0,4.0
5439,Konanakunte,1423.0,2.0,85.0,3.0
5441,Koramangala,1320.0,2.0,165.0,2.0
5442,Koramangala,1253.0,2.0,102.0,2.0
5443,Koramangala,1580.0,3.0,160.0,3.0
5445,Koramangala,1120.0,2.0,65.0,2.0
5446,Koramangala,3500.0,5.0,425.0,4.0
5447,Koramangala,1005.0,1.0,110.0,2.0
5448,Koramangala,2292.0,4.0,275.0,3.0
5450,Koramangala,1290.0,2.0,100.0,2.0
5451,Koramangala,1300.0,2.0,110.0,2.0
5454,Koramangala,1325.0,2.0,119.0,2.0
5455,Koramangala,1140.0,2.0,75.2,2.0
5456,Koramangala,2700.0,4.0,450.0,4.0
5457,Koramangala,1260.0,2.0,100.0,2.0
5458,Koramangala,1975.0,3.0,210.0,3.0
5459,Koramangala,1900.0,2.0,200.0,2.0
5461,Koramangala,2292.0,3.0,286.0,3.0
5462,Koramangala,2300.0,3.0,290.0,3.0
5465,Koramangala,2503.0,6.0,325.0,4.0
5467,Koramangala,1320.0,2.0,150.0,2.0
5468,Koramangala,1320.0,2.0,110.0,2.0
5469,Koramangala,5985.0,4.0,775.0,4.0
5470,Koramangala,2461.0,6.0,353.0,4.0
5472,Koramangala,2246.0,3.0,300.0,3.0
5473,Koramangala,1300.0,2.0,82.0,2.0
5476,Koramangala,1083.0,2.0,100.0,2.0
5477,Koramangala,1744.0,3.0,200.0,3.0
5479,Koramangala,1180.0,2.0,128.0,2.0
5480,Koramangala,1320.0,2.0,160.0,2.0
5481,Koramangala,1370.0,2.0,125.0,2.0
5482,Koramangala,1100.0,2.0,85.0,2.0
5483,Koramangala,1161.0,2.0,63.85,2.0
5484,Koramangala,1249.0,2.0,165.0,2.0
5485,Koramangala,1084.0,2.0,179.0,2.0
5486,Koramangala,1200.0,2.0,100.0,2.0
5489,Koramangala,1130.0,2.0,63.0,2.0
5490,Koramangala,2223.0,3.0,300.0,3.0
5491,Koramangala,1744.0,4.0,210.0,3.0
5492,Koramangala,1866.0,4.0,245.0,3.0
5494,Koramangala,1320.0,2.0,160.0,2.0
5495,Koramangala,1350.0,2.0,103.0,2.0
5496,Koramangala,6000.0,4.0,625.0,4.0
5498,Koramangala,1320.0,2.0,160.0,2.0
5499,Koramangala,1710.0,3.0,210.0,3.0
5500,Koramangala,1700.0,3.0,250.0,3.0
5501,Koramangala,1355.0,2.0,95.0,2.0
5502,Koramangala,1600.0,3.0,170.0,3.0
5503,Koramangala,1260.0,2.0,100.0,2.0
5505,Koramangala,1605.0,3.0,260.0,3.0
5507,Kothannur,1206.0,2.0,48.23,2.0
5508,Kothannur,1853.0,3.0,82.0,3.0
5510,Kothannur,1100.0,2.0,40.0,2.0
5511,Kothannur,1300.0,2.0,60.0,3.0
5512,Kothannur,1197.0,2.0,47.88,2.0
5513,Kothannur,740.0,2.0,34.0,2.0
5514,Kothannur,1197.0,2.0,47.8,2.0
5515,Kothannur,1070.0,2.0,42.79,2.0
5520,Kothannur,1070.0,2.0,38.6,2.0
5521,Kothannur,2000.0,4.0,95.0,4.0
5522,Kothannur,1350.0,2.0,42.0,2.0
5523,Kothannur,1485.0,2.0,59.4,3.0
5524,Kothannur,1215.0,2.0,48.6,3.0
5525,Kothannur,1085.0,2.0,34.2,2.0
5526,Kothannur,820.0,2.0,37.0,2.0
5527,Kothannur,1404.0,2.0,56.15,3.0
5529,Kothanur,1200.0,2.0,51.0,2.0
5530,Kothanur,2400.0,2.0,150.0,3.0
5531,Kothanur,1828.0,3.0,110.0,3.0
5532,Kothanur,1186.0,2.0,58.0,2.0
5534,Kothanur,1847.0,3.0,105.0,3.0
5537,Kothanur,9600.0,5.0,550.0,5.0
5538,Kothanur,1435.0,3.0,70.0,3.0
5539,Kothanur,1187.0,2.0,58.0,2.0
5540,Kothanur,1847.0,3.0,110.0,3.0
5541,Kothanur,1460.0,3.0,71.0,3.0
5542,Kothanur,1760.0,3.0,150.0,3.0
5543,Kothanur,4000.0,6.0,150.0,6.0
5544,Kothanur,1185.0,2.0,59.0,2.0
5545,Kothanur,1436.0,3.0,70.0,3.0
5546,Kothanur,1462.0,3.0,71.0,3.0
5547,Kothanur,1790.0,3.0,105.0,3.0
5549,Kothanur,1070.0,2.0,45.5,2.0
5551,Kothanur,1145.0,2.0,56.0,2.0
5552,Kothanur,3401.0,5.0,230.0,4.0
5553,Kothanur,1455.0,2.0,69.0,2.0
5554,Kothanur,627.0,1.0,30.0,1.0
5555,Kothanur,1302.0,2.0,68.5,2.0
5556,Kothanur,1760.0,3.0,111.0,3.0
5557,Kothanur,1185.0,2.0,58.0,2.0
5558,Kothanur,1500.0,1.0,75.0,1.0
5559,Kothanur,1075.0,2.0,53.0,2.0
5560,Kothanur,1790.0,3.0,97.0,3.0
5561,Kothanur,2700.0,4.0,175.0,4.0
5562,Kothanur,1786.0,2.0,106.0,3.0
5563,Kothanur,3400.0,5.0,265.0,4.0
5564,Kothanur,1787.0,3.0,107.0,3.0
5565,Kothanur,1141.0,2.0,54.0,2.0
5566,Kothanur,1760.0,3.0,110.0,3.0
5568,Kothanur,1160.0,2.0,57.0,2.0
5569,Kothanur,1095.0,2.0,55.0,2.0
5570,Kothanur,1142.0,2.0,56.0,2.0
5571,Kothanur,1074.0,2.0,54.0,2.0
5572,Kothanur,1285.0,2.0,60.0,2.0
5573,Kothanur,1075.0,2.0,53.0,2.0
5574,Kothanur,1140.0,2.0,56.0,2.0
5575,Kothanur,1400.0,2.0,70.0,2.0
5578,Kothanur,1140.0,2.0,56.0,2.0
5579,Kothanur,1787.0,3.0,120.0,3.0
5580,Kothanur,1185.0,2.0,59.0,2.0
5582,Kothanur,1790.0,3.0,105.0,3.0
5583,Kothanur,1130.0,2.0,55.0,2.0
5584,Kothanur,1600.0,5.0,130.0,4.0
5585,Kothanur,1094.0,2.0,54.0,2.0
5586,Kothanur,1170.0,3.0,80.0,3.0
5587,Kothanur,1400.0,2.0,65.0,2.0
5588,Kothanur,1195.0,2.0,59.0,2.0
5589,Kothanur,1790.0,3.0,120.0,3.0
5590,Kothanur,1454.0,3.0,71.5,3.0
5591,Kudlu,1152.0,2.0,53.5,2.0
5592,Kudlu,1027.0,2.0,43.0,2.0
5593,Kudlu,1092.0,2.0,44.0,2.0
5594,Kudlu,1027.0,2.0,43.0,2.0
5595,Kudlu,1092.0,2.0,44.0,2.0
5596,Kudlu,1143.0,2.0,55.0,2.0
5598,Kudlu,1293.0,2.0,85.0,3.0
5599,Kudlu,1024.0,2.0,44.0,2.0
5601,Kudlu,1600.0,3.0,79.0,3.0
5602,Kudlu,1027.0,2.0,42.0,2.0
5603,Kudlu,1076.0,2.0,50.0,2.0
5604,Kudlu,1293.0,2.0,80.0,3.0
5605,Kudlu,1027.0,2.0,44.0,2.0
5606,Kudlu,1084.0,2.0,53.0,2.0
5607,Kudlu,1300.0,2.0,56.0,2.0
5608,Kudlu,1027.0,2.0,44.0,2.0
5609,Kudlu,1245.0,2.0,60.0,3.0
5610,Kudlu,1027.0,2.0,44.0,2.0
5611,Kudlu,1110.0,2.0,46.0,2.0
5612,Kudlu,2100.0,3.0,114.0,4.0
5613,Kudlu,1027.0,2.0,44.0,2.0
5614,Kudlu,720.0,1.0,33.0,1.0
5615,Kudlu,1027.0,2.0,44.0,2.0
5616,Kudlu,1162.0,2.0,52.0,2.0
5617,Kudlu,1041.0,2.0,53.0,2.0
5618,Kudlu Gate,1535.0,3.0,83.0,3.0
5619,Kudlu Gate,1535.0,3.0,85.0,3.0
5621,Kudlu Gate,1535.0,3.0,86.0,3.0
5622,Kudlu Gate,1564.0,2.0,92.0,3.0
5624,Kudlu Gate,1238.0,2.0,55.0,2.0
5626,Kudlu Gate,1335.0,3.0,89.0,3.0
5627,Kudlu Gate,703.0,1.0,52.0,1.0
5628,Kudlu Gate,1535.0,3.0,86.0,3.0
5629,Kudlu Gate,1532.0,3.0,83.0,3.0
5630,Kudlu Gate,1113.0,2.0,50.0,2.0
5632,Kudlu Gate,1185.0,2.0,50.0,2.0
5636,Kudlu Gate,1215.0,2.0,45.0,2.0
5637,Kudlu Gate,812.0,2.0,38.25,2.0
5638,Kudlu Gate,1547.0,2.0,103.0,2.0
5639,Kudlu Gate,1336.0,2.0,86.0,2.0
5640,Kudlu Gate,1919.0,3.0,121.0,3.0
5641,Kudlu Gate,1464.0,3.0,56.0,2.0
5642,Kudlu Gate,1535.0,3.0,85.0,3.0
5643,Kudlu Gate,1850.0,3.0,120.0,3.0
5644,Kudlu Gate,940.0,2.0,69.57,2.0
5645,Kudlu Gate,1215.0,2.0,44.96,2.0
5646,Kudlu Gate,1164.0,2.0,75.0,2.0
5647,Kudlu Gate,3850.0,6.0,205.0,4.0
5648,Kudlu Gate,1183.0,2.0,79.54,2.0
5649,Kudlu Gate,1850.0,3.0,110.0,3.0
5651,Kudlu Gate,1183.0,2.0,79.54,2.0
5652,Kudlu Gate,1200.0,2.0,44.4,2.0
5654,Kudlu Gate,1310.0,2.0,53.0,2.0
5655,Kumaraswami Layout,2000.0,4.0,139.0,4.0
5656,Kumaraswami Layout,1000.0,2.0,48.5,2.0
5657,Kumaraswami Layout,1000.0,2.0,58.0,2.0
5658,Kumaraswami Layout,1000.0,2.0,36.0,2.0
5659,Kumaraswami Layout,2400.0,7.0,125.0,7.0
5660,Kumaraswami Layout,2600.0,4.0,325.0,4.0
5661,Kumaraswami Layout,800.0,1.0,90.0,2.0
5664,Kumaraswami Layout,850.0,1.0,78.0,1.0
5665,Kumaraswami Layout,2600.0,4.0,300.0,4.0
5666,Kumaraswami Layout,3200.0,7.0,150.0,7.0
5668,Kumaraswami Layout,2450.0,3.0,110.0,4.0
5669,Kumaraswami Layout,600.0,2.0,72.0,2.0
5670,Kumaraswami Layout,3100.0,7.0,145.0,7.0
5671,Kumaraswami Layout,1200.0,2.0,29.0,2.0
5672,Kumaraswami Layout,3000.0,4.0,400.0,7.0
5674,Kumaraswami Layout,1081.0,2.0,60.0,2.0
5675,Kundalahalli,1724.0,3.0,125.0,3.0
5676,Kundalahalli,1030.0,2.0,49.0,2.0
5677,Kundalahalli,735.0,2.0,57.99,2.0
5678,Kundalahalli,1047.0,2.0,82.0,2.0
5679,Kundalahalli,1397.0,3.0,105.0,3.0
5680,Kundalahalli,1291.0,2.0,49.0,2.0
5681,Kundalahalli,1724.0,3.0,127.0,3.0
5682,Kundalahalli,1010.0,2.0,49.27,2.0
5683,Kundalahalli,1397.0,3.0,110.0,3.0
5684,Kundalahalli,1397.0,3.0,104.0,3.0
5685,Kundalahalli,1397.0,3.0,108.0,3.0
5686,Kundalahalli,1920.0,3.0,150.0,3.0
5687,Kundalahalli,1397.0,3.0,105.0,3.0
5689,Kundalahalli,1724.0,3.0,124.0,3.0
5690,Kundalahalli,1047.0,2.0,84.0,2.0
5691,Kundalahalli,1047.0,2.0,83.0,2.0
5692,Kundalahalli,7000.0,4.0,550.0,4.0
5694,Kundalahalli,1120.0,2.0,53.76,2.0
5695,Kundalahalli,1047.0,2.0,82.62,2.0
5696,Kundalahalli,1047.0,2.0,91.0,2.0
5697,Kundalahalli,1724.0,3.0,146.0,3.0
5698,Kundalahalli,2500.0,5.0,350.0,4.0
5699,Kundalahalli,1600.0,3.0,170.0,3.0
5701,Kundalahalli,1724.0,3.0,125.0,3.0
5702,Kundalahalli,1010.0,2.0,48.27,2.0
5703,Kundalahalli,1047.0,2.0,89.0,2.0
5704,Kundalahalli,2500.0,5.0,245.0,4.0
5705,Kundalahalli,1397.0,3.0,105.0,3.0
5707,Kundalahalli,1047.0,2.0,72.0,2.0
5708,Kundalahalli,1260.0,2.0,58.0,2.0
5709,Kundalahalli,3092.0,4.0,230.0,4.0
5710,Kundalahalli,1065.0,2.0,70.0,2.0
5711,Kundalahalli,1724.0,3.0,146.0,3.0
5713,Kundalahalli,1047.0,2.0,91.0,2.0
5714,Kundalahalli,1724.0,3.0,128.0,3.0
5715,Kundalahalli,1315.0,2.0,74.0,2.0
5716,Kundalahalli,2100.0,3.0,150.0,3.0
5717,Kundalahalli,1724.0,3.0,125.0,3.0
5718,Kundalahalli,1724.0,3.0,140.0,3.0
5719,Kundalahalli,1175.0,2.0,65.0,2.0
5721,LB Shastri Nagar,1043.0,2.0,55.0,2.0
5722,LB Shastri Nagar,1184.0,2.0,69.0,2.0
5723,LB Shastri Nagar,665.0,1.0,32.0,1.0
5724,LB Shastri Nagar,1250.0,2.0,48.5,2.0
5725,LB Shastri Nagar,1400.0,2.0,80.0,3.0
5726,LB Shastri Nagar,1184.0,2.0,62.0,2.0
5727,LB Shastri Nagar,1200.0,2.0,47.0,2.0
5728,LB Shastri Nagar,1200.0,2.0,75.0,2.0
5729,LB Shastri Nagar,1000.0,2.0,49.5,2.0
5730,Laggere,1200.0,1.0,48.0,1.0
5731,Laggere,1200.0,2.0,150.0,3.0
5732,Laggere,2800.0,5.0,125.0,5.0
5733,Laggere,1200.0,3.0,130.0,3.0
5734,Laggere,1260.0,4.0,150.0,4.0
5735,Laggere,1200.0,1.0,125.0,1.0
5736,Laggere,1200.0,2.0,75.0,2.0
5737,Laggere,1500.0,1.0,60.0,1.0
5738,Laggere,620.0,2.0,48.0,1.0
5739,Laggere,1800.0,5.0,70.0,5.0
5740,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
5741,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
5742,Lakshminarayana Pura,1680.0,3.0,150.0,3.0
5743,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
5744,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
5745,Lakshminarayana Pura,1750.0,3.0,150.0,3.0
5746,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
5747,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
5748,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
5749,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
5750,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
5751,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
5752,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
5753,Lakshminarayana Pura,1656.0,3.0,150.0,3.0
5754,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
5755,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
5756,Lakshminarayana Pura,1695.0,3.0,150.0,3.0
5757,Lakshminarayana Pura,1300.0,2.0,70.0,2.0
5758,Lakshminarayana Pura,1569.0,3.0,150.0,3.0
5759,Lakshminarayana Pura,1649.0,3.0,150.0,3.0
5760,Lakshminarayana Pura,1395.0,2.0,75.0,2.0
5761,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
5762,Lakshminarayana Pura,1700.0,3.0,150.0,3.0
5763,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
5764,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
5765,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
5766,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
5767,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
5768,Lakshminarayana Pura,1720.0,3.0,150.0,3.0
5769,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
5770,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
5771,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
5772,Lakshminarayana Pura,1615.0,3.0,150.0,3.0
5773,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
5774,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
5775,Lingadheeranahalli,1521.0,3.0,95.0,3.0
5776,Lingadheeranahalli,1511.0,3.0,95.0,3.0
5777,Lingadheeranahalli,1683.0,3.0,109.0,3.0
5778,Lingadheeranahalli,1519.0,3.0,93.0,3.0
5779,Lingadheeranahalli,1521.0,3.0,94.99,3.0
5780,Lingadheeranahalli,1687.0,3.0,127.0,3.0
5781,Lingadheeranahalli,1893.0,3.0,140.0,3.0
5782,Lingadheeranahalli,1530.0,2.0,90.0,3.0
5783,Lingadheeranahalli,1682.0,3.0,120.0,3.0
5784,Lingadheeranahalli,1521.0,3.0,94.71,3.0
5785,Lingadheeranahalli,1893.0,3.0,130.0,3.0
5786,Lingadheeranahalli,1705.0,3.0,110.0,3.0
5787,Lingadheeranahalli,2245.0,4.0,154.0,4.0
5788,Lingadheeranahalli,1682.0,3.0,113.0,3.0
5789,Lingadheeranahalli,1682.0,3.0,114.0,3.0
5790,Lingadheeranahalli,1506.0,3.0,95.0,3.0
5791,Lingadheeranahalli,1683.0,3.0,110.0,3.0
5792,Lingadheeranahalli,1684.0,3.0,120.0,3.0
5793,Lingadheeranahalli,2236.0,4.0,153.0,4.0
5794,Lingadheeranahalli,1894.0,4.0,114.0,3.0
5795,Lingadheeranahalli,2240.0,4.0,160.0,4.0
5796,Magadi Road,3600.0,6.0,141.0,6.0
5797,Magadi Road,1116.0,2.0,50.0,2.0
5799,Magadi Road,884.0,2.0,41.1,2.0
5800,Magadi Road,1005.0,2.0,55.78,2.0
5801,Magadi Road,1442.0,2.0,46.5,2.0
5802,Magadi Road,1500.0,2.0,93.0,4.0
5803,Magadi Road,1350.0,1.0,100.0,2.0
5805,Magadi Road,1345.0,2.0,55.0,2.0
5806,Magadi Road,440.0,1.0,35.0,1.0
5807,Magadi Road,600.0,1.0,22.0,2.0
5809,Magadi Road,5000.0,6.0,360.0,5.0
5810,Magadi Road,1116.0,2.0,51.89,2.0
5811,Magadi Road,1052.0,2.0,60.0,3.0
5812,Magadi Road,1200.0,3.0,98.0,3.0
5813,Magadi Road,750.0,2.0,27.0,2.0
5814,Magadi Road,940.0,2.0,50.0,2.0
5815,Magadi Road,1318.0,2.0,68.0,3.0
5817,Magadi Road,884.0,2.0,48.0,2.0
5818,Mahadevpura,1451.0,2.0,90.0,2.0
5819,Mahadevpura,1225.0,2.0,48.0,2.0
5821,Mahadevpura,1150.0,2.0,52.0,2.0
5822,Mahadevpura,1250.0,2.0,52.0,2.0
5823,Mahadevpura,1192.0,2.0,75.0,2.0
5824,Mahadevpura,1260.0,2.0,57.6,2.0
5825,Mahadevpura,3555.0,4.0,230.0,4.0
5826,Mahadevpura,730.0,1.0,35.0,1.0
5827,Mahadevpura,1475.0,2.0,55.0,2.0
5829,Mahadevpura,1146.0,2.0,53.8,2.0
5830,Mahadevpura,1532.0,2.0,62.0,2.0
5832,Mahadevpura,1136.0,2.0,64.5,2.0
5834,Mahadevpura,1438.0,2.0,89.0,2.0
5835,Mahadevpura,1137.0,2.0,53.4,2.0
5836,Mahadevpura,1601.0,3.0,95.0,3.0
5837,Mahadevpura,1450.0,3.0,75.0,3.0
5838,Mahadevpura,1152.0,2.0,54.0,2.0
5839,Mahadevpura,1212.0,2.0,56.9,2.0
5841,Mahadevpura,1505.0,3.0,78.0,3.0
5843,Mahadevpura,1236.0,2.0,58.0,2.0
5844,Mahadevpura,1236.0,2.0,58.0,2.0
5845,Mahadevpura,1120.0,2.0,53.0,2.0
5846,Mahadevpura,1050.0,2.0,42.0,2.0
5847,Mahalakshmi Layout,3750.0,4.0,760.0,4.0
5848,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
5849,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
5850,Mahalakshmi Layout,4320.0,7.0,821.0,9.0
5851,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
5852,Mahalakshmi Layout,4482.0,6.0,852.0,8.0
5853,Mahalakshmi Layout,1080.0,2.0,67.0,2.0
5854,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
5855,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
5856,Mallasandra,1665.0,3.0,95.0,3.0
5857,Mallasandra,1665.0,3.0,86.58,3.0
5858,Mallasandra,1340.0,2.0,61.0,2.0
5859,Mallasandra,1325.0,2.0,70.0,2.0
5860,Mallasandra,1665.0,3.0,86.91,3.0
5861,Mallasandra,1325.0,2.0,70.0,2.0
5862,Mallasandra,905.0,2.0,40.0,2.0
5863,Mallasandra,1325.0,2.0,65.0,2.0
5864,Mallasandra,1810.0,3.0,57.0,4.0
5865,Mallasandra,1325.0,2.0,73.0,2.0
5866,Mallasandra,1565.0,2.0,69.0,2.0
5867,Mallasandra,905.0,2.0,35.0,2.0
5869,Mallasandra,1100.0,2.0,76.3,3.0
5870,Malleshpalya,1140.0,2.0,46.5,2.0
5871,Malleshpalya,1225.0,2.0,46.86,2.0
5873,Malleshpalya,1052.0,2.0,50.0,2.0
5874,Malleshpalya,1405.0,2.0,77.0,3.0
5875,Malleshpalya,1065.0,2.0,50.0,2.0
5876,Malleshpalya,1210.0,2.0,55.0,2.0
5878,Malleshpalya,1060.0,2.0,40.0,2.0
5879,Malleshpalya,2592.0,4.0,250.0,4.0
5880,Malleshpalya,1430.0,2.0,69.5,3.0
5881,Malleshpalya,1421.0,2.0,90.0,2.0
5882,Malleshpalya,1245.0,2.0,55.0,2.0
5883,Malleshpalya,1200.0,2.0,46.0,2.0
5884,Malleshpalya,1225.0,2.0,52.0,2.0
5885,Malleshwaram,1100.0,2.0,75.0,2.0
5886,Malleshwaram,705.0,1.0,67.0,1.0
5887,Malleshwaram,12000.0,7.0,2200.0,7.0
5888,Malleshwaram,2500.0,5.0,325.0,4.0
5889,Malleshwaram,2006.0,3.0,297.0,3.0
5890,Malleshwaram,686.0,1.0,62.5,1.0
5891,Malleshwaram,2475.0,4.0,332.0,3.0
5892,Malleshwaram,2610.0,3.0,399.0,3.0
5893,Malleshwaram,2475.0,4.0,320.0,3.0
5894,Malleshwaram,900.0,2.0,95.0,2.0
5895,Malleshwaram,1420.0,2.0,158.0,2.0
5896,Malleshwaram,2000.0,3.0,250.0,3.0
5897,Malleshwaram,1124.0,3.0,80.0,2.0
5898,Malleshwaram,2215.0,3.0,275.0,3.0
5899,Malleshwaram,1600.0,3.0,160.0,3.0
5900,Malleshwaram,2475.0,4.0,300.0,3.0
5903,Malleshwaram,7500.0,7.0,1700.0,5.0
5904,Malleshwaram,2215.0,4.0,310.0,3.0
5905,Malleshwaram,2425.0,7.0,140.0,7.0
5906,Malleshwaram,480.0,1.0,60.0,1.0
5907,Malleshwaram,1290.0,2.0,120.0,2.0
5908,Malleshwaram,2475.0,4.0,326.0,3.0
5910,Malleshwaram,2476.0,3.0,337.0,3.0
5911,Malleshwaram,900.0,2.0,90.0,2.0
5913,Malleshwaram,2050.0,4.0,270.0,3.0
5914,Malleshwaram,6500.0,4.0,1400.0,4.0
5915,Malleshwaram,900.0,2.0,72.0,2.0
5916,Malleshwaram,620.0,1.0,86.8,1.0
5917,Malleshwaram,600.0,1.0,68.0,2.0
5918,Malleshwaram,2475.0,4.0,337.0,3.0
5919,Malleshwaram,2215.0,3.0,275.0,3.0
5920,Malleshwaram,2215.0,3.0,330.0,3.0
5922,Malleshwaram,1020.0,2.0,80.0,2.0
5923,Malleshwaram,600.0,1.0,90.0,2.0
5924,Malleshwaram,2200.0,3.0,275.0,3.0
5925,Malleshwaram,2475.0,4.0,326.0,3.0
5926,Malleshwaram,1500.0,2.0,140.0,2.0
5927,Malleshwaram,2475.0,4.0,340.0,3.0
5928,Malleshwaram,1400.0,2.0,190.0,2.0
5929,Malleshwaram,2475.0,4.0,300.0,3.0
5930,Malleshwaram,2400.0,3.0,380.0,3.0
5931,Malleshwaram,580.0,1.0,45.0,1.0
5932,Malleshwaram,1410.0,2.0,125.0,2.0
5935,Marathahalli,1220.0,2.0,57.0,2.0
5936,Marathahalli,1200.0,2.0,52.0,2.0
5937,Marathahalli,1200.0,2.0,60.0,2.0
5938,Marathahalli,1933.0,3.0,140.0,3.0
5939,Marathahalli,950.0,2.0,46.96,2.0
5940,Marathahalli,1230.0,2.0,80.0,2.0
5941,Marathahalli,3800.0,4.0,250.0,4.0
5942,Marathahalli,1019.0,2.0,49.85,2.0
5943,Marathahalli,1215.0,2.0,67.0,2.0
5944,Marathahalli,2181.0,3.0,152.0,4.0
5946,Marathahalli,1170.0,2.0,53.0,2.0
5947,Marathahalli,1019.0,2.0,49.86,2.0
5948,Marathahalli,1325.0,2.0,71.55,2.0
5949,Marathahalli,1220.0,2.0,56.5,2.0
5951,Marathahalli,1937.0,3.0,160.0,3.0
5952,Marathahalli,1152.0,2.0,56.0,2.0
5953,Marathahalli,1610.0,3.0,90.0,3.0
5954,Marathahalli,1146.0,2.0,70.0,2.0
5956,Marathahalli,1469.0,3.0,89.0,3.0
5962,Marathahalli,2519.0,5.0,185.0,4.0
5964,Marathahalli,957.0,2.0,46.9,2.0
5965,Marathahalli,1583.0,3.0,105.0,3.0
5966,Marathahalli,2524.0,5.0,190.0,4.0
5970,Marathahalli,1071.0,2.0,52.25,2.0
5971,Marathahalli,1215.0,2.0,58.86,2.0
5972,Marathahalli,1102.0,2.0,53.67,2.0
5973,Marathahalli,1900.0,3.0,123.0,3.0
